Month,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,DepTimeM,DepTimeCategorical,UniqueCarrier_OriginDest,UniqueCarrier_Origin,target
c-7,c-2,475,WN,PHX,STL,1262,55,7,WN_PHX_STL,WN_PHX,0
c-4,c-4,711,AA,ORD,BOS,867,51,11,AA_ORD_BOS,AA_ORD,0
c-10,c-5,534,WN,PHX,SDF,1506,54,8,WN_PHX_SDF,WN_PHX,0
c-7,c-4,962,AA,AUS,DFW,190,2,16,AA_AUS_DFW,AA_AUS,0
c-2,c-4,1075,AA,DFW,BWI,1217,55,17,AA_DFW_BWI,AA_DFW,1
c-1,c-7,880,EV,CVG,DTW,229,40,14,EV_CVG_DTW,EV_CVG,0
c-11,c-5,1014,DL,SLC,MSP,991,54,16,DL_SLC_MSP,DL_SLC,0
c-12,c-3,869,US,CLT,PVD,683,29,14,US_CLT_PVD,US_CLT,1
c-6,c-3,512,UA,DEN,SEA,1024,32,8,UA_DEN_SEA,UA_DEN,0
c-3,c-4,1095,DL,MHT,CVG,741,15,18,DL_MHT_CVG,DL_MHT,1
c-8,c-6,1357,HP,ATL,LAS,1747,37,22,HP_ATL_LAS,HP_ATL,1
c-1,c-2,1008,WN,SNA,LAS,226,48,16,WN_SNA_LAS,WN_SNA,0
c-3,c-3,419,DL,ATL,JFK,760,59,6,DL_ATL_JFK,DL_ATL,0
c-8,c-5,660,EV,CHO,ATL,457,0,11,EV_CHO_ATL,EV_CHO,0
c-10,c-1,778,DL,LAS,ATL,1747,58,12,DL_LAS_ATL,DL_LAS,1
c-12,c-3,470,WN,ELP,LAS,584,50,7,WN_ELP_LAS,WN_ELP,0
c-2,c-1,389,UA,ORD,LAS,1515,29,6,UA_ORD_LAS,UA_ORD,0
c-8,c-3,430,OO,LAX,SBP,155,10,7,OO_LAX_SBP,OO_LAX,0
c-11,c-2,951,DL,TLH,ATL,223,51,15,DL_TLH_ATL,DL_TLH,1
c-8,c-4,933,NW,DTW,BOS,632,33,15,NW_DTW_BOS,NW_DTW,1
c-2,c-3,453,HA,OGG,HNL,100,33,7,HA_OGG_HNL,HA_OGG,0
c-9,c-4,1085,US,SYR,CLT,603,5,18,US_SYR_CLT,US_SYR,0
c-3,c-1,1040,UA,HNL,ORD,4243,20,17,UA_HNL_ORD,UA_HNL,0
c-1,c-4,595,WN,PHX,SNA,338,55,9,WN_PHX_SNA,WN_PHX,0
c-11,c-2,1045,MQ,HPN,ORD,738,25,17,MQ_HPN_ORD,MQ_HPN,0
c-10,c-1,666,WN,TPA,STL,869,6,11,WN_TPA_STL,WN_TPA,0
c-1,c-6,771,HP,ONT,PHX,325,51,12,HP_ONT_PHX,HP_ONT,1
c-10,c-7,1326,FL,PIT,ATL,526,6,22,FL_PIT_ATL,FL_PIT,1
c-6,c-6,357,UA,DEN,IAD,1452,57,5,UA_DEN_IAD,UA_DEN,0
c-1,c-3,980,WN,LAS,HOU,1235,20,16,WN_LAS_HOU,WN_LAS,0
c-9,c-6,780,EV,MFE,ATL,974,0,13,EV_MFE_ATL,EV_MFE,0
c-8,c-7,970,NW,BHM,MEM,211,10,16,NW_BHM_MEM,NW_BHM,0
c-11,c-5,745,WN,SAN,OAK,446,25,12,WN_SAN_OAK,WN_SAN,0
c-3,c-3,726,UA,SFO,OGG,2338,6,12,UA_SFO_OGG,UA_SFO,0
c-8,c-3,1089,WN,ELP,ABQ,223,9,18,WN_ELP_ABQ,WN_ELP,0
c-9,c-1,722,UA,ORD,LAX,1745,2,12,UA_ORD_LAX,UA_ORD,0
c-6,c-3,970,WN,MCI,BNA,491,10,16,WN_MCI_BNA,WN_MCI,1
c-6,c-1,1410,AA,EWR,ORD,719,30,23,AA_EWR_ORD,AA_EWR,1
c-3,c-1,742,AA,LGA,DFW,1389,22,12,AA_LGA_DFW,AA_LGA,1
c-1,c-5,631,NW,LAX,DTW,1979,31,10,NW_LAX_DTW,NW_LAX,0
c-10,c-5,1166,WN,HOU,DAL,239,26,19,WN_HOU_DAL,WN_HOU,1
c-9,c-1,570,US,CLT,DFW,936,30,9,US_CLT_DFW,US_CLT,0
c-8,c-5,527,F9,DEN,SLC,391,47,8,F9_DEN_SLC,F9_DEN,0
c-7,c-7,962,NW,SAT,DTW,1215,2,16,NW_SAT_DTW,NW_SAT,0
c-12,c-6,1207,FL,ATL,MLI,633,7,20,FL_ATL_MLI,FL_ATL,0
c-9,c-1,1283,AA,DFW,IAD,1172,23,21,AA_DFW_IAD,AA_DFW,0
c-3,c-3,1075,WN,TPA,FLL,197,55,17,WN_TPA_FLL,WN_TPA,0
c-2,c-5,888,NW,MEM,MSY,349,48,14,NW_MEM_MSY,NW_MEM,1
c-8,c-1,476,DL,JFK,SEA,2421,56,7,DL_JFK_SEA,DL_JFK,0
c-5,c-2,1262,DL,CVG,LAX,1900,2,21,DL_CVG_LAX,DL_CVG,0
c-12,c-2,1081,XE,IAH,PSP,1269,1,18,XE_IAH_PSP,XE_IAH,0
c-4,c-2,1125,WN,ONT,LAS,197,45,18,WN_ONT_LAS,WN_ONT,0
c-4,c-1,540,EV,MCO,HSV,535,0,9,EV_MCO_HSV,EV_MCO,0
c-11,c-6,593,OO,LAX,SBP,155,53,9,OO_LAX_SBP,OO_LAX,0
c-10,c-7,1096,MQ,CMI,ORD,135,16,18,MQ_CMI_ORD,MQ_CMI,1
c-11,c-3,971,DH,ORD,IAD,589,11,16,DH_ORD_IAD,DH_ORD,0
c-2,c-7,1142,AA,IAD,MIA,921,2,19,AA_IAD_MIA,AA_IAD,0
c-8,c-5,817,XE,PWM,EWR,284,37,13,XE_PWM_EWR,XE_PWM,0
c-11,c-7,948,OO,RAP,SLC,508,48,15,OO_RAP_SLC,OO_RAP,0
c-7,c-3,1173,OH,CID,CVG,419,33,19,OH_CID_CVG,OH_CID,0
c-12,c-6,475,HP,MSP,PHX,1276,55,7,HP_MSP_PHX,HP_MSP,1
c-12,c-7,903,CO,IAH,SAN,1303,3,15,CO_IAH_SAN,CO_IAH,1
c-9,c-5,1274,UA,DEN,ABQ,349,14,21,UA_DEN_ABQ,UA_DEN,0
c-8,c-5,862,MQ,BOS,JFK,187,22,14,MQ_BOS_JFK,MQ_BOS,1
c-5,c-2,1060,OH,JFK,BNA,766,40,17,OH_JFK_BNA,OH_JFK,0
c-11,c-1,421,CO,ORD,EWR,719,1,7,CO_ORD_EWR,CO_ORD,0
c-6,c-7,616,NW,MSN,DTW,312,16,10,NW_MSN_DTW,NW_MSN,0
c-3,c-3,950,WN,DAL,SAT,248,50,15,WN_DAL_SAT,WN_DAL,1
c-9,c-6,357,AA,BNA,MIA,806,57,5,AA_BNA_MIA,AA_BNA,0
c-10,c-7,1166,WN,BWI,SAN,2295,26,19,WN_BWI_SAN,WN_BWI,0
c-6,c-2,750,WN,PHX,HOU,1020,30,12,WN_PHX_HOU,WN_PHX,0
c-2,c-1,465,WN,BUF,TPA,1054,45,7,WN_BUF_TPA,WN_BUF,0
c-5,c-5,630,CO,IAH,DTW,1076,30,10,CO_IAH_DTW,CO_IAH,0
c-2,c-7,946,AA,SJU,FLL,1046,46,15,AA_SJU_FLL,AA_SJU,0
c-2,c-2,594,WN,BWI,BHM,682,54,9,WN_BWI_BHM,WN_BWI,0
c-5,c-1,912,XE,CLE,IAD,288,12,15,XE_CLE_IAD,XE_CLE,0
c-7,c-5,883,AA,DFW,MSY,448,43,14,AA_DFW_MSY,AA_DFW,0
c-3,c-3,426,NW,MSP,ATL,906,6,7,NW_MSP_ATL,NW_MSP,0
c-8,c-2,798,FL,TPA,ATL,406,18,13,FL_TPA_ATL,FL_TPA,0
c-5,c-2,1086,YV,BMI,ORD,116,6,18,YV_BMI_ORD,YV_BMI,0
c-6,c-3,892,AA,ATL,DFW,732,52,14,AA_ATL_DFW,AA_ATL,1
c-11,c-1,645,OO,ORD,TYS,475,45,10,OO_ORD_TYS,OO_ORD,0
c-3,c-4,418,OO,BFL,LAX,109,58,6,OO_BFL_LAX,OO_BFL,0
c-1,c-2,1140,XE,CLE,DCA,310,0,19,XE_CLE_DCA,XE_CLE,0
c-5,c-1,1045,OH,GSO,LGA,461,25,17,OH_GSO_LGA,OH_GSO,0
c-9,c-3,477,OO,ORD,MSN,109,57,7,OO_ORD_MSN,OO_ORD,0
c-9,c-7,1265,EV,ATL,ISP,795,5,21,EV_ATL_ISP,EV_ATL,1
c-2,c-1,430,WN,LIT,PHX,1136,10,7,WN_LIT_PHX,WN_LIT,0
c-4,c-5,1043,NW,SEA,HNL,2677,23,17,NW_SEA_HNL,NW_SEA,0
c-9,c-4,693,XE,EWR,GSO,446,33,11,XE_EWR_GSO,XE_EWR,0
c-9,c-2,519,WN,BOI,RNO,335,39,8,WN_BOI_RNO,WN_BOI,0
c-9,c-5,578,DL,ATL,BOS,946,38,9,DL_ATL_BOS,DL_ATL,0
c-11,c-3,1165,MQ,MAF,DFW,309,25,19,MQ_MAF_DFW,MQ_MAF,0
c-3,c-3,1162,US,DCA,PBI,857,22,19,US_DCA_PBI,US_DCA,0
c-8,c-5,605,AA,DFW,SJU,2165,5,10,AA_DFW_SJU,AA_DFW,0
c-5,c-7,736,HP,PHX,MSP,1276,16,12,HP_PHX_MSP,HP_PHX,0
c-11,c-6,744,XE,CLE,RDU,416,24,12,XE_CLE_RDU,XE_CLE,0
c-3,c-5,652,DL,TLH,ATL,223,52,10,DL_TLH_ATL,DL_TLH,0
c-10,c-7,720,MQ,DFW,VPS,626,0,12,MQ_DFW_VPS,MQ_DFW,0
c-3,c-3,420,EV,VPS,ATL,264,0,7,EV_VPS_ATL,EV_VPS,0
c-10,c-5,568,WN,SNA,PHX,338,28,9,WN_SNA_PHX,WN_SNA,0
c-5,c-6,670,XE,IAH,MCI,643,10,11,XE_IAH_MCI,XE_IAH,0
c-12,c-5,1209,MQ,MKE,ORD,67,9,20,MQ_MKE_ORD,MQ_MKE,1
c-9,c-1,628,AS,SEA,ANC,1449,28,10,AS_SEA_ANC,AS_SEA,0
c-9,c-7,849,WN,FLL,BWI,925,9,14,WN_FLL_BWI,WN_FLL,0
c-5,c-7,645,OO,BUR,SFO,326,45,10,OO_BUR_SFO,OO_BUR,1
c-12,c-2,1044,NW,DCA,MSP,931,24,17,NW_DCA_MSP,NW_DCA,0
c-8,c-3,418,US,SEA,PHL,2378,58,6,US_SEA_PHL,US_SEA,0
c-6,c-7,1261,DL,MCO,LAS,2039,1,21,DL_MCO_LAS,DL_MCO,0
c-3,c-3,833,AA,HNL,SFO,2398,53,13,AA_HNL_SFO,AA_HNL,0
c-4,c-7,1017,HP,FLL,PHX,1972,57,16,HP_FLL_PHX,HP_FLL,0
c-5,c-2,434,AS,SEA,SMF,605,14,7,AS_SEA_SMF,AS_SEA,0
c-4,c-4,1272,AS,SAN,SEA,1050,12,21,AS_SAN_SEA,AS_SAN,0
c-12,c-5,1075,WN,BNA,MSY,471,55,17,WN_BNA_MSY,WN_BNA,1
c-2,c-1,650,WN,TUS,LAX,451,50,10,WN_TUS_LAX,WN_TUS,0
c-1,c-1,803,XE,HRL,IAH,295,23,13,XE_HRL_IAH,XE_HRL,0
c-1,c-4,1207,HP,BWI,LAS,2106,7,20,HP_BWI_LAS,HP_BWI,0
c-1,c-3,1121,NW,MSP,MBS,463,41,18,NW_MSP_MBS,NW_MSP,0
c-12,c-7,1075,B6,IAD,LGB,2277,55,17,B6_IAD_LGB,B6_IAD,1
c-8,c-3,501,CO,SNA,IAH,1347,21,8,CO_SNA_IAH,CO_SNA,0
c-5,c-3,1120,WN,BHM,SDF,323,40,18,WN_BHM_SDF,WN_BHM,0
c-2,c-5,579,DL,ATL,IND,432,39,9,DL_ATL_IND,DL_ATL,0
c-8,c-2,482,US,LAS,LAX,236,2,8,US_LAS_LAX,US_LAS,0
c-8,c-5,1098,OO,MCI,ORD,403,18,18,OO_MCI_ORD,OO_MCI,1
c-10,c-5,1034,CO,ANC,SEA,1449,14,17,CO_ANC_SEA,CO_ANC,0
c-10,c-1,970,WN,AUS,HRL,273,10,16,WN_AUS_HRL,WN_AUS,1
c-8,c-7,391,WN,MHT,MDW,838,31,6,WN_MHT_MDW,WN_MHT,0
c-3,c-5,893,DL,MCO,JFK,944,53,14,DL_MCO_JFK,DL_MCO,0
c-3,c-4,970,OH,CVG,TLH,596,10,16,OH_CVG_TLH,OH_CVG,0
c-12,c-5,824,AA,SFO,BOS,2704,44,13,AA_SFO_BOS,AA_SFO,0
c-8,c-7,1095,AS,ANC,FAI,261,15,18,AS_ANC_FAI,AS_ANC,1
c-6,c-5,381,XE,ALB,CLE,424,21,6,XE_ALB_CLE,XE_ALB,0
c-4,c-3,1120,WN,LAX,MCI,1363,40,18,WN_LAX_MCI,WN_LAX,0
c-1,c-6,1038,HP,IAH,PHX,1009,18,17,HP_IAH_PHX,HP_IAH,0
c-10,c-6,1096,WN,BUR,LAS,223,16,18,WN_BUR_LAS,WN_BUR,0
c-5,c-3,564,AA,LAS,ORD,1515,24,9,AA_LAS_ORD,AA_LAS,1
c-10,c-7,711,AA,DFW,LAX,1235,51,11,AA_DFW_LAX,AA_DFW,0
c-11,c-1,1009,F9,DEN,MCO,1545,49,16,F9_DEN_MCO,F9_DEN,0
c-10,c-1,1050,MQ,VPS,DFW,626,30,17,MQ_VPS_DFW,MQ_VPS,0
c-11,c-2,600,WN,BUR,SJC,296,0,10,WN_BUR_SJC,WN_BUR,0
c-2,c-2,848,AS,SFO,SEA,679,8,14,AS_SFO_SEA,AS_SFO,1
c-12,c-2,433,MQ,GRR,ORD,137,13,7,MQ_GRR_ORD,MQ_GRR,0
c-12,c-2,857,EV,PWM,ATL,1027,17,14,EV_PWM_ATL,EV_PWM,1
c-4,c-5,1108,AA,DFW,SLC,988,28,18,AA_DFW_SLC,AA_DFW,0
c-7,c-2,697,AA,SEA,JFK,2421,37,11,AA_SEA_JFK,AA_SEA,0
c-12,c-1,809,AS,SAN,PDX,933,29,13,AS_SAN_PDX,AS_SAN,0
c-11,c-6,624,AA,SFO,BOS,2704,24,10,AA_SFO_BOS,AA_SFO,0
c-10,c-3,808,NW,AZO,DTW,113,28,13,NW_AZO_DTW,NW_AZO,0
c-9,c-5,861,US,SAV,CLT,213,21,14,US_SAV_CLT,US_SAV,1
c-11,c-5,1167,EV,ILM,ATL,377,27,19,EV_ILM_ATL,EV_ILM,0
c-11,c-4,685,WN,PDX,OAK,543,25,11,WN_PDX_OAK,WN_PDX,0
c-12,c-6,1147,OO,MKE,ORD,67,7,19,OO_MKE_ORD,OO_MKE,0
c-7,c-4,1257,WN,LAS,DEN,629,57,20,WN_LAS_DEN,WN_LAS,1
c-3,c-1,1145,WN,MDW,SLC,1258,5,19,WN_MDW_SLC,WN_MDW,1
c-7,c-2,558,CO,IAH,LAX,1379,18,9,CO_IAH_LAX,CO_IAH,0
c-2,c-5,909,US,MCO,PIT,834,9,15,US_MCO_PIT,US_MCO,0
c-11,c-2,661,UA,BDL,ORD,783,1,11,UA_BDL_ORD,UA_BDL,0
c-7,c-2,381,TZ,DCA,MDW,601,21,6,TZ_DCA_MDW,TZ_DCA,0
c-10,c-2,884,UA,MSY,ORD,837,44,14,UA_MSY_ORD,UA_MSY,0
c-6,c-6,765,WN,AMA,LAS,758,45,12,WN_AMA_LAS,WN_AMA,0
c-8,c-5,457,UA,SMF,DEN,910,37,7,UA_SMF_DEN,UA_SMF,0
c-6,c-1,922,DL,SLC,ATL,1589,22,15,DL_SLC_ATL,DL_SLC,1
c-7,c-4,432,OH,CVG,ORD,264,12,7,OH_CVG_ORD,OH_CVG,0
c-5,c-2,990,DL,LGA,BOS,185,30,16,DL_LGA_BOS,DL_LGA,0
c-6,c-5,707,CO,IAH,ORD,925,47,11,CO_IAH_ORD,CO_IAH,0
c-12,c-3,1102,FL,MDW,DFW,797,22,18,FL_MDW_DFW,FL_MDW,0
c-2,c-1,599,MQ,ORD,CLE,316,59,9,MQ_ORD_CLE,MQ_ORD,0
c-4,c-7,592,UA,SFO,LAX,337,52,9,UA_SFO_LAX,UA_SFO,0
c-6,c-5,430,OH,LIT,CVG,513,10,7,OH_LIT_CVG,OH_LIT,0
c-2,c-6,700,WN,PHX,SNA,338,40,11,WN_PHX_SNA,WN_PHX,0
c-5,c-5,1138,XE,IAH,MLU,262,58,18,XE_IAH_MLU,XE_IAH,0
c-5,c-1,463,NW,SAT,MSP,1097,43,7,NW_SAT_MSP,NW_SAT,0
c-8,c-3,40,HP,LAS,ELP,584,40,0,HP_LAS_ELP,HP_LAS,1
c-2,c-4,374,XE,CLL,IAH,74,14,6,XE_CLL_IAH,XE_CLL,0
c-9,c-7,1291,EV,SLC,BZN,347,31,21,EV_SLC_BZN,EV_SLC,0
c-8,c-4,552,FL,MDW,MSP,349,12,9,FL_MDW_MSP,FL_MDW,0
c-11,c-3,1157,MQ,SBA,LAX,89,17,19,MQ_SBA_LAX,MQ_SBA,0
c-11,c-3,620,WN,SAT,BWI,1407,20,10,WN_SAT_BWI,WN_SAT,0
c-6,c-4,571,NW,DTW,MHT,609,31,9,NW_DTW_MHT,NW_DTW,0
c-10,c-5,1150,MQ,DFW,CLL,164,10,19,MQ_DFW_CLL,MQ_DFW,0
c-7,c-6,831,AA,MSY,MIA,674,51,13,AA_MSY_MIA,AA_MSY,0
c-7,c-3,486,US,DFW,CLT,936,6,8,US_DFW_CLT,US_DFW,0
c-3,c-4,1218,UA,DEN,JAC,406,18,20,UA_DEN_JAC,UA_DEN,0
c-4,c-7,684,AS,PHX,SEA,1107,24,11,AS_PHX_SEA,AS_PHX,0
c-12,c-4,637,DL,JAX,ATL,270,37,10,DL_JAX_ATL,DL_JAX,0
c-12,c-6,838,AA,LGA,ORD,733,58,13,AA_LGA_ORD,AA_LGA,0
c-3,c-7,1153,NW,DTW,IND,231,13,19,NW_DTW_IND,NW_DTW,0
c-4,c-6,1065,WN,OAK,PHX,646,45,17,WN_OAK_PHX,WN_OAK,0
c-11,c-6,1046,UA,IAD,SFO,2419,26,17,UA_IAD_SFO,UA_IAD,0
c-12,c-2,687,UA,ORD,BDL,783,27,11,UA_ORD_BDL,UA_ORD,1
c-8,c-5,465,WN,SMF,MCI,1442,45,7,WN_SMF_MCI,WN_SMF,0
c-8,c-1,961,AA,KOA,LAX,2504,1,16,AA_KOA_LAX,AA_KOA,1
c-3,c-2,803,AA,ORD,LAX,1745,23,13,AA_ORD_LAX,AA_ORD,1
c-12,c-2,529,AA,DFW,LAX,1235,49,8,AA_DFW_LAX,AA_DFW,0
c-5,c-7,1127,OO,DEN,DRO,251,47,18,OO_DEN_DRO,OO_DEN,0
c-9,c-4,1216,B6,JFK,BUF,301,16,20,B6_JFK_BUF,B6_JFK,0
c-1,c-7,545,HA,ITO,HNL,216,5,9,HA_ITO_HNL,HA_ITO,0
c-6,c-2,1160,US,CLT,PHX,1774,20,19,US_CLT_PHX,US_CLT,0
c-3,c-3,710,DL,ATL,IAH,689,50,11,DL_ATL_IAH,DL_ATL,0
c-7,c-7,822,AA,DFW,LGA,1389,42,13,AA_DFW_LGA,AA_DFW,0
c-2,c-4,570,WN,AUS,SAN,1164,30,9,WN_AUS_SAN,WN_AUS,0
c-5,c-4,536,NW,DTW,LAS,1750,56,8,NW_DTW_LAS,NW_DTW,0
c-2,c-3,979,NW,LIT,MEM,129,19,16,NW_LIT_MEM,NW_LIT,0
c-9,c-2,382,US,LGA,PHL,96,22,6,US_LGA_PHL,US_LGA,0
c-4,c-7,414,NW,DTW,LGA,501,54,6,NW_DTW_LGA,NW_DTW,1
c-4,c-6,1029,UA,FLL,DEN,1703,9,17,UA_FLL_DEN,UA_FLL,0
c-10,c-7,1277,MQ,DFW,LRD,394,17,21,MQ_DFW_LRD,MQ_DFW,1
c-9,c-4,957,EV,ATL,ICT,781,57,15,EV_ATL_ICT,EV_ATL,0
c-8,c-7,1130,EV,AGS,ATL,143,50,18,EV_AGS_ATL,EV_AGS,0
c-4,c-2,964,UA,LAX,ORD,1745,4,16,UA_LAX_ORD,UA_LAX,0
c-9,c-1,797,DL,ATL,GSP,153,17,13,DL_ATL_GSP,DL_ATL,1
c-8,c-4,1172,DL,ATL,CVG,373,32,19,DL_ATL_CVG,DL_ATL,0
c-1,c-1,580,OO,SLC,DEN,391,40,9,OO_SLC_DEN,OO_SLC,0
c-6,c-7,558,NW,MEM,ATL,332,18,9,NW_MEM_ATL,NW_MEM,0
c-7,c-3,1338,WN,LAS,OAK,407,18,22,WN_LAS_OAK,WN_LAS,0
c-4,c-5,1178,HA,ITO,HNL,216,38,19,HA_ITO_HNL,HA_ITO,0
c-5,c-3,1281,NW,DTW,ROC,296,21,21,NW_DTW_ROC,NW_DTW,0
c-11,c-4,903,MQ,CLE,LGA,418,3,15,MQ_CLE_LGA,MQ_CLE,1
c-12,c-7,1070,WN,BNA,MCI,491,50,17,WN_BNA_MCI,WN_BNA,0
c-2,c-6,466,AA,SJC,ORD,1829,46,7,AA_SJC_ORD,AA_SJC,0
c-6,c-1,443,MQ,GRR,ORD,137,23,7,MQ_GRR_ORD,MQ_GRR,0
c-12,c-7,1377,OO,LAX,PHX,370,57,22,OO_LAX_PHX,OO_LAX,1
c-5,c-7,1088,AA,LAX,OGG,2486,8,18,AA_LAX_OGG,AA_LAX,0
c-1,c-1,510,WN,PHX,ABQ,328,30,8,WN_PHX_ABQ,WN_PHX,0
c-3,c-5,1005,MQ,BOS,STL,1046,45,16,MQ_BOS_STL,MQ_BOS,1
c-11,c-3,729,AA,DEN,DFW,641,9,12,AA_DEN_DFW,AA_DEN,0
c-6,c-7,780,WN,BWI,MDW,611,0,13,WN_BWI_MDW,WN_BWI,1
c-12,c-7,787,XE,IAH,MEM,469,7,13,XE_IAH_MEM,XE_IAH,0
c-11,c-1,928,OO,SLC,SJC,585,28,15,OO_SLC_SJC,OO_SLC,0
c-8,c-4,465,DL,LGA,FLL,1076,45,7,DL_LGA_FLL,DL_LGA,0
c-7,c-6,419,XE,BWI,EWR,169,59,6,XE_BWI_EWR,XE_BWI,0
c-4,c-1,469,US,ORD,PHL,678,49,7,US_ORD_PHL,US_ORD,0
c-7,c-3,460,XE,CLE,ALB,424,40,7,XE_CLE_ALB,XE_CLE,0
c-11,c-7,1140,NW,DTW,MSP,528,0,19,NW_DTW_MSP,NW_DTW,0
c-7,c-7,626,FL,FLL,ATL,581,26,10,FL_FLL_ATL,FL_FLL,0
c-11,c-3,1170,NW,DTW,MBS,98,30,19,NW_DTW_MBS,NW_DTW,0
c-5,c-7,835,NW,DCA,DTW,405,55,13,NW_DCA_DTW,NW_DCA,0
c-9,c-6,1024,WN,LAS,LAX,236,4,17,WN_LAS_LAX,WN_LAS,0
c-6,c-5,559,UA,MHT,ORD,843,19,9,UA_MHT_ORD,UA_MHT,0
c-4,c-3,1362,DL,LAS,ATL,1747,42,22,DL_LAS_ATL,DL_LAS,0
c-6,c-6,1094,AA,ORD,BOS,867,14,18,AA_ORD_BOS,AA_ORD,1
c-12,c-7,504,WN,MDW,PHX,1444,24,8,WN_MDW_PHX,WN_MDW,0
c-11,c-2,691,NW,MSP,LGA,1020,31,11,NW_MSP_LGA,NW_MSP,1
c-8,c-7,1086,UA,LAX,DEN,862,6,18,UA_LAX_DEN,UA_LAX,0
c-6,c-7,770,WN,TUS,LAS,365,50,12,WN_TUS_LAS,WN_TUS,0
c-9,c-7,894,OO,COS,SLC,410,54,14,OO_COS_SLC,OO_COS,0
c-11,c-4,711,CO,IAH,AUS,140,51,11,CO_IAH_AUS,CO_IAH,0
c-3,c-4,592,US,DCA,BUF,296,52,9,US_DCA_BUF,US_DCA,0
c-3,c-7,890,DL,ORD,ATL,606,50,14,DL_ORD_ATL,DL_ORD,0
c-1,c-1,479,DL,MSY,ATL,425,59,7,DL_MSY_ATL,DL_MSY,0
c-8,c-5,715,NW,TUS,MSP,1298,55,11,NW_TUS_MSP,NW_TUS,0
c-9,c-2,396,OO,TUS,DEN,639,36,6,OO_TUS_DEN,OO_TUS,0
c-12,c-7,1012,WN,DAL,TUL,237,52,16,WN_DAL_TUL,WN_DAL,0
c-4,c-7,1060,WN,SMF,LAS,397,40,17,WN_SMF_LAS,WN_SMF,1
c-9,c-1,1147,YV,BNA,ORD,409,7,19,YV_BNA_ORD,YV_BNA,1
c-9,c-4,730,WN,LAX,HOU,1390,10,12,WN_LAX_HOU,WN_LAX,0
c-4,c-1,748,WN,SAT,DAL,248,28,12,WN_SAT_DAL,WN_SAT,1
c-7,c-2,414,YV,AVP,ORD,631,54,6,YV_AVP_ORD,YV_AVP,0
c-10,c-7,1132,AS,SEA,SMF,605,52,18,AS_SEA_SMF,AS_SEA,0
c-6,c-5,597,CO,MSY,EWR,1167,57,9,CO_MSY_EWR,CO_MSY,0
c-12,c-7,863,WN,LAX,RNO,390,23,14,WN_LAX_RNO,WN_LAX,1
c-1,c-2,1040,CO,ORD,EWR,719,20,17,CO_ORD_EWR,CO_ORD,1
c-4,c-2,731,OO,ORD,CLE,316,11,12,OO_ORD_CLE,OO_ORD,0
c-7,c-1,408,NW,DTW,CLT,500,48,6,NW_DTW_CLT,NW_DTW,0
c-10,c-7,590,DL,SLC,EWR,1968,50,9,DL_SLC_EWR,DL_SLC,0
c-11,c-1,758,YV,CLT,RIC,256,38,12,YV_CLT_RIC,YV_CLT,0
c-8,c-3,702,YV,SAV,IAD,515,42,11,YV_SAV_IAD,YV_SAV,0
c-4,c-7,490,WN,BUR,LAS,223,10,8,WN_BUR_LAS,WN_BUR,0
c-11,c-3,1295,WN,SLC,LAS,368,35,21,WN_SLC_LAS,WN_SLC,1
c-7,c-5,478,US,PHL,ORF,211,58,7,US_PHL_ORF,US_PHL,0
c-2,c-7,552,HP,DFW,LAS,1055,12,9,HP_DFW_LAS,HP_DFW,0
c-1,c-2,1100,OO,LAX,SBA,89,20,18,OO_LAX_SBA,OO_LAX,0
c-8,c-4,686,MQ,TXK,DFW,181,26,11,MQ_TXK_DFW,MQ_TXK,0
c-1,c-2,786,UA,ONT,DEN,819,6,13,UA_ONT_DEN,UA_ONT,0
c-6,c-7,707,MQ,DFW,SGF,364,47,11,MQ_DFW_SGF,MQ_DFW,0
c-9,c-3,610,TZ,MDW,BOS,861,10,10,TZ_MDW_BOS,TZ_MDW,0
c-8,c-2,606,AS,BUR,SEA,937,6,10,AS_BUR_SEA,AS_BUR,0
c-6,c-3,1005,AA,OGG,DFW,3711,45,16,AA_OGG_DFW,AA_OGG,0
c-11,c-5,870,WN,LAS,LAX,236,30,14,WN_LAS_LAX,WN_LAS,0
c-10,c-3,826,DL,LAS,SLC,368,46,13,DL_LAS_SLC,DL_LAS,0
c-9,c-2,676,MQ,ORD,PIT,412,16,11,MQ_ORD_PIT,MQ_ORD,0
c-6,c-7,967,MQ,BOS,EWR,200,7,16,MQ_BOS_EWR,MQ_BOS,0
c-8,c-6,500,WN,BUR,SMF,358,20,8,WN_BUR_SMF,WN_BUR,0
c-4,c-3,489,NW,IND,LAX,1814,9,8,NW_IND_LAX,NW_IND,0
c-10,c-7,358,DL,BOS,ATL,946,58,5,DL_BOS_ATL,DL_BOS,0
c-6,c-5,1155,XE,IAH,TUL,429,15,19,XE_IAH_TUL,XE_IAH,0
c-9,c-2,919,OO,ABQ,SFO,896,19,15,OO_ABQ_SFO,OO_ABQ,0
c-10,c-6,737,XE,EWR,SYR,194,17,12,XE_EWR_SYR,XE_EWR,0
c-12,c-1,649,OH,LGA,RDU,431,49,10,OH_LGA_RDU,OH_LGA,0
c-5,c-2,595,MQ,SGF,DFW,364,55,9,MQ_SGF_DFW,MQ_SGF,0
c-11,c-2,1183,NW,DTW,SEA,1927,43,19,NW_DTW_SEA,NW_DTW,0
c-12,c-1,778,OO,BFL,SFO,238,58,12,OO_BFL_SFO,OO_BFL,0
